id,dex_number,region,slug,description,credit,enabled,catchable,abundance,name.ja,name.ja_r,name.ja_t,name.en,name.en2,name.de,name.fr,type.0,type.1,mythical,legendary,ultra_beast,event,height,weight,evo.to,evo.from,base.hp,base.atk,base.def,base.satk,base.sdef,base.spd,evo.mega,evo.mega_x,evo.mega_y,is_form,form_item
666,666,kalos,vivillon,"The patterns on this Pokémon’s wings
depend on the climate and topography
of its habitat. It scatters colorful scales.",,1,1,96,ビビヨン,Bibiyon,Viviyon,Vivillon,,Vivillon,Prismillon,Bug,Flying,,,,,12,170,,665,80,52,50,90,50,89,,,,,
667,667,kalos,litleo,"This hot-blooded Pokémon is filled with
curiosity. When it gets angry or starts
fighting, its short mane gets hot.",,1,1,384,シシコ,Shishiko,Shishiko,Litleo,,Leufeo,Hélionceau,Fire,Normal,,,,,6,135,668,,62,50,58,73,54,72,,,,,
668,668,kalos,pyroar,"The temperature of its breath is over 10,000
degrees Fahrenheit, but Pyroar doesn’t use it on
its prey. This Pokémon prefers to eat raw meat.",,1,1,96,カエンジシ,Kaenjishi,Kaenjishi,Pyroar,,Pyroleo,Némélios,Fire,Normal,,,,,15,815,,667,86,68,72,109,66,106,,,,,
669,669,kalos,flabebe,"Flabébé wears a crown made from pollen it’s
collected from its flower. The crown has hidden
healing properties.",,1,1,1536,フラベベ,Furabebe,Flabebe,Flabébé,,Flabébé,Flabébé,Fairy,,,,,,1,1,670,,44,38,39,61,79,42,,,,,
670,670,kalos,floette,"It gives its own power to flowers, pouring its
heart into caring for them. Floette never forgives
anyone who messes up a flower bed.",,1,1,384,フラエッテ,Furaette,Floette,Floette,,Floette,Floette,Fairy,,,,,,2,9,671,669,54,45,47,75,98,52,,,,,
671,671,kalos,florges,"Its life can span several hundred years. It’s said
to devote its entire life to protecting gardens.",,1,1,96,フラージェス,Furājesu,Florges,Florges,,Florges,Florges,Fairy,,,,,,11,100,,670,78,65,68,112,154,75,,,,,
672,672,kalos,skiddo,"If it has sunshine and water, it doesn’t
need to eat, because it can generate
energy from the leaves on its back.",,1,1,384,メェークル,Mēēkuru,Meecle,Skiddo,,Mähikel,Cabriolaine,Grass,,,,,,9,310,673,,66,65,48,62,57,52,,,,,
673,673,kalos,gogoat,"They inhabit mountainous regions.
The leader of the herd is decided by
a battle of clashing horns.",,1,1,96,ゴーゴート,Gōgōto,Gogoat,Gogoat,,Chevrumm,Chevroum,Grass,,,,,,17,910,,672,123,100,62,97,81,68,,,,,
674,674,kalos,pancham,"Wanting to make sure it’s taken seriously,
Pancham’s always giving others a glare.
But if it’s not focusing, it ends up smiling.",,1,1,384,ヤンチャム,Yanchamu,Yancham,Pancham,,Pam-Pam,Pandespiègle,Fighting,,,,,,6,80,675,,67,82,62,46,48,43,,,,,
675,675,kalos,pangoro,"Using its leaf, Pangoro can predict the moves of
its opponents. It strikes with punches that can
turn a dump truck into scrap with just one hit.",,1,1,96,ゴロンダ,Goronda,Goronda,Pangoro,,Pandagro,Pandarbare,Fighting,Dark,,,,,21,1360,,674,95,124,78,69,71,58,,,,,
676,676,kalos,furfrou,"Left alone, its fur will grow longer and longer,
but it will only allow someone it trusts to cut it.",,1,1,96,トリミアン,Torimian,Trimmien,Furfrou,,Coiffwaff,Couafarel,Normal,,,,,,12,280,,,75,80,60,65,90,102,,,,,
677,677,kalos,espurr,"There’s enough psychic power in Espurr to send a
wrestler flying, but because this power can’t be
controlled, Espurr finds it troublesome.",,1,1,384,ニャスパー,Nyasupā,Nyasper,Espurr,,Psiau,Psystigri,Psychic,,,,,,3,35,678,,62,48,54,63,60,68,,,,,
678,678,kalos,meowstic,"The defensive instinct of the males is strong.
It’s when they’re protecting themselves or their
partners that they unleash their full power.",,1,1,96,ニャオニクス,Nyaonikusu,Nyaonix,Meowstic,,Psiaugon,Mistigrix,Psychic,,,,,,6,85,,677,74,48,76,83,81,104,,,,,
679,679,kalos,honedge,"The blue eye on the sword’s handguard is the
true body of Honedge. With its old cloth, it
drains people’s lives away.",,1,2,1536,ヒトツキ,Hitotsuki,Hitotsuki,Honedge,,Gramokles,Monorpale,Steel,Ghost,,,,,8,20,680,,45,80,100,35,37,28,,,,,
680,680,kalos,doublade,"The two swords employ a strategy of rapidly
alternating between offense and defense to
bring down their prey.",,1,2,384,ニダンギル,Nidangiru,Nidangill,Doublade,,Duokles,Dimoclès,Steel,Ghost,,,,,8,45,681,679,59,110,150,45,49,35,,,,,
681,681,kalos,aegislash,"Once upon a time, a king with an Aegislash
reigned over the land. His Pokémon eventually
drained him of life, and his kingdom fell with him.",,1,2,96,ギルガルド,Girugarudo,Gillgard,Aegislash,,Durengard,Exagide,Steel,Ghost,,,,,17,530,,680,60,50,150,50,150,60,,,,,
682,682,kalos,spritzee,"The scent its body gives off enraptures those
who smell it. Noble ladies had no shortage of
love for Spritzee.",,1,1,384,シュシュプ,Shushupu,Shushupu,Spritzee,,Parfi,Fluvetin,Fairy,,,,,,2,5,683,,78,52,60,63,65,23,,,,,
683,683,kalos,aromatisse,"The scents Aromatisse can produce range from
sweet smells that bolster allies to foul smells
that sap an opponent’s will to fight.",,1,1,96,フレフワン,Furefuwan,Frefuwan,Aromatisse,,Parfinesse,Cocotine,Fairy,,,,,,8,155,,682,101,72,72,99,89,29,,,,,
684,684,kalos,swirlix,"The sweet smell of cotton candy perfumes
Swirlix’s fluffy fur. This Pokémon spits out
sticky string to tangle up its enemies.",,1,1,384,ペロッパフ,Peroppafu,Peroppafu,Swirlix,,Flauschling,Sucroquin,Fairy,,,,,,4,35,685,,62,48,66,59,57,49,,,,,
685,685,kalos,slurpuff,"Slurpuff’s fur contains a lot of air, making it soft
to the touch and lighter than it looks.",,1,1,96,ペロリーム,Perorīmu,Peroream,Slurpuff,,Sabbaione,Cupcanaille,Fairy,,,,,,8,50,,684,82,80,86,85,75,72,,,,,
686,686,kalos,inkay,"By exposing foes to the blinking of its
luminescent spots, Inkay demoralizes them,
and then it seizes the chance to flee.",,1,3,384,マーイーカ,Māīka,Maaiika,Inkay,,Iscalar,Sepiatop,Dark,Psychic,,,,,4,35,687,,53,54,53,37,46,45,,,,,
687,687,kalos,malamar,"It’s said that Malamar’s hypnotic powers played
a role in certain history-changing events.",,1,3,96,カラマネロ,Karamanero,Calamanero,Malamar,,Calamanero,Sepiatroce,Dark,Psychic,,,,,15,470,,686,86,92,88,68,75,73,,,,,
688,688,kalos,binacle,"If the two don’t work well together, both their
offense and defense fall apart. Without good
teamwork, they won’t survive.",,1,2,384,カメテテ,Kametete,Kametete,Binacle,,Bithora,Opermine,Rock,Water,,,,,5,310,689,,42,52,67,39,56,50,,,,,
689,689,kalos,barbaracle,"Having an eye on each palm allows it to keep
watch in all directions. In a pinch, its limbs start
to act on their own to ensure the enemy’s defeat.",,1,2,96,ガメノデス,Gamenodesu,Gamenodes,Barbaracle,,Thanathora,Golgopathe,Rock,Water,,,,,13,960,,688,72,105,115,54,86,68,,,,,
690,690,kalos,skrelp,"Skrelp looks like a piece of rotten seaweed, so it
can blend in with seaweed drifting on the ocean
and avoid being detected by enemies.",,1,1,384,クズモー,Kuzumō,Kuzumo,Skrelp,,Algitt,Venalgue,Poison,Water,,,,,5,73,691,,50,60,60,60,60,30,,,,,
691,691,kalos,dragalge,"Dragalge generates dragon energy by sticking
the plume on its head out above the ocean’s
surface and bathing it in sunlight.",,1,3,96,ドラミドロ,Doramidoro,Dramidoro,Dragalge,,Tandrak,Kravarech,Poison,Dragon,,,,,18,815,,690,65,75,90,97,123,44,,,,,
692,692,kalos,clauncher,"By detonating gas that accumulates in its right
claw, this Pokémon launches water like a bullet.
This is how Clauncher defeats its enemies.",,1,2,384,ウデッポウ,Udeppō,Udeppou,Clauncher,,Scampisto,Flingouste,Water,,,,,,5,83,693,,50,53,62,58,63,44,,,,,
693,693,kalos,clawitzer,"Clawitzer’s right arm is a cannon that launches
projectiles made of seawater. Shots from a
Clawitzer’s cannon arm can sink a tanker.",,1,2,96,ブロスター,Burosutā,Bloster,Clawitzer,,Wummer,Gamblast,Water,,,,,,13,353,,692,71,73,88,120,89,59,,,,,
694,694,kalos,helioptile,"The sun powers this Pokémon’s electricity
generation. Interruption of that process
stresses Helioptile to the point of weakness.",,1,1,384,エリキテル,Erikiteru,Erikiteru,Helioptile,,Eguana,Galvaran,Electric,Normal,,,,,5,60,695,,44,38,33,61,43,70,,,,,
695,695,kalos,heliolisk,"One Heliolisk basking in the sun with its frill
outspread is all it would take to produce enough
electricity to power a city.",,1,2,96,エレザード,Erezādo,Elezard,Heliolisk,,Elezard,Iguolta,Electric,Normal,,,,,10,210,,694,62,55,52,109,94,109,,,,,
696,696,kalos,tyrunt,"Tyrunt is spoiled and selfish. It may just be
trying to frolic, but sometimes the ones it’s
trying to frolic with are gravely injured.",,1,1,384,チゴラス,Chigorasu,Chigoras,Tyrunt,,Balgoras,Ptyranidur,Rock,Dragon,,,,,8,260,697,,58,89,77,45,45,48,,,,,
697,697,kalos,tyrantrum,"The king of the ancient world, it can easily
crunch a car with the devastating strength
of its enormous jaws.",,1,1,96,ガチゴラス,Gachigorasu,Gachigoras,Tyrantrum,,Monargoras,Rexillius,Rock,Dragon,,,,,25,2700,,696,82,121,119,69,59,71,,,,,
698,698,kalos,amaura,"Amaura was restored successfully, but it’s not
expected to live long because of the heat of the
current environment.",,1,1,384,アマルス,Amarusu,Amarus,Amaura,,Amarino,Amagara,Rock,Ice,,,,,13,252,699,,77,59,50,67,63,46,,,,,
699,699,kalos,aurorus,"This usually quiet and kindly Pokémon has a
surface temperature of around
–240 degrees Fahrenheit.",,1,1,96,アマルルガ,Amaruruga,Amaruruga,Aurorus,,Amagarga,Dragmara,Rock,Ice,,,,,27,2250,,698,123,77,72,99,92,58,,,,,
700,700,kalos,sylveon,"There’s a Galarian fairy tale that describes
a beautiful Sylveon vanquishing a dreadful
dragon Pokémon.",,1,1,96,ニンフィア,Ninfia,Nymphia,Sylveon,,Feelinara,Nymphali,Fairy,,,,,,10,235,,133,95,65,65,110,130,60,,,,,
701,701,kalos,hawlucha,"It always strikes a pose before going for its
finishing move. Sometimes opponents take
advantage of that time to counterattack.",,1,1,96,ルチャブル,Ruchaburu,Luchabull,Hawlucha,,Resladero,Brutalibré,Fighting,Flying,,,,,8,215,,,78,92,75,74,63,118,,,,,
702,702,kalos,dedenne,"Since Dedenne can’t generate much electricity on
its own, it steals electricity from outlets or other
electric Pokémon.",,1,1,96,デデンネ,Dedenne,Dedenne,Dedenne,,Dedenne,Dedenne,Electric,Fairy,,,,,2,22,,,67,58,57,81,67,101,,,,,
703,703,kalos,carbink,"To keep the jewels on their bodies free of
tarnish, packs of Carbink use their soft manes
to polish one another’s jewels.",,1,2,96,メレシー,Mereshī,Melecie,Carbink,,Rocara,Strassie,Rock,Fairy,,,,,3,57,,,50,50,150,50,150,50,,,,,
704,704,kalos,goomy,"Their horns are powerful sensors. As soon as
Goomy pick up any sign of enemies, they go into
hiding. This is how they’ve survived.",,1,1,1024,ヌメラ,Numera,Numera,Goomy,,Viscora,Mucuscule,Dragon,,,,,,3,28,705,,45,50,35,55,75,40,,,,,
705,705,kalos,sliggoo,"The lump on its back contains its tiny brain.
It thinks only of food and escaping its enemies.",,1,1,256,ヌメイル,Numeiru,Numeil,Sliggoo,,Viscargot,Colimucus,Dragon,,,,,,8,175,706,704,68,75,53,83,113,60,,,,,
706,706,kalos,goodra,"Its form of offense is forcefully stretching out its
horns. The strikes land 100 times harder than any
blow from a heavyweight boxer.",,1,1,64,ヌメルゴン,Numerugon,Numelgon,Goodra,,Viscogon,Muplodocus,Dragon,,,,,,20,1505,,705,90,100,70,110,150,80,,,,,
707,707,kalos,klefki,"Klefki sucks in metal ions with the horn topping
its head. It seems this Pokémon loves keys so
much that its head needed to look like one, too.",,1,1,96,クレッフィ,Kureffi,Cleffy,Klefki,,Clavion,Trousselin,Steel,Fairy,,,,,2,30,,,57,80,91,80,87,75,,,,,
708,708,kalos,phantump,"With a voice like a human child’s, it cries out to
lure adults deep into the forest, getting them lost
among the trees.",,1,2,384,ボクレー,Bokurē,Bokurei,Phantump,,Paragoni,Brocélôme,Ghost,Grass,,,,,4,70,709,,43,70,48,50,60,38,,,,,
709,709,kalos,trevenant,"Small roots that extend from the tips of this
Pokémon’s feet can tie into the trees of the
forest and give Trevenant control over them.",,1,2,96,オーロット,Ōrotto,Ohrot,Trevenant,,Trombork,Desséliande,Ghost,Grass,,,,,15,710,,708,85,110,76,65,82,56,,,,,
710,710,kalos,pumpkaboo,"The light that streams out from the holes in the
pumpkin can hypnotize and control the people
and Pokémon that see it.",,1,2,384,バケッチャ,Baketcha,Bakeccha,Pumpkaboo,,Irrbis,Pitrouille,Ghost,Grass,,,,,4,50,711,,49,66,70,44,55,51,,,,,
711,711,kalos,gourgeist,"In the darkness of a new-moon night, Gourgeist
will come knocking. Whoever answers the door
will be swept off to the afterlife.",,1,2,96,パンプジン,Panpujin,Pumpjin,Gourgeist,,Pumpdjinn,Banshitrouye,Ghost,Grass,,,,,9,125,,710,65,90,122,58,75,84,,,,,
712,712,kalos,bergmite,"This Pokémon lives in areas of frigid cold.
It secures itself to the back of an Avalugg
by freezing its feet in place.",,1,1,384,カチコール,Kachikōru,Kachikohru,Bergmite,,Arktip,Grelaçon,Ice,,,,,,10,995,713,,55,69,85,32,35,28,,,,,
713,713,kalos,avalugg,"As Avalugg moves about during the day,
the cracks in its body deepen. The Pokémon’s
body returns to a pristine state overnight.",,1,1,96,クレベース,Kurebēsu,Crebase,Avalugg,,Arktilas,Séracrawl,Ice,,,,,,20,5050,,712,95,117,184,44,46,28,,,,,
714,714,kalos,noibat,"No wavelength of sound is beyond Noibat’s
ability to produce. The ultrasonic waves it
generates can overcome much larger Pokémon.",,1,2,384,オンバット,Onbatto,Onbat,Noibat,,eF-eM,Sonistrelle,Flying,Dragon,,,,,5,80,715,,40,30,35,45,40,55,,,,,
715,715,kalos,noivern,"Flying through the darkness, it weakens enemies
with ultrasonic waves that could crush stone.
Its fangs finish the fight.",,1,2,96,オンバーン,Onbān,Onvern,Noivern,,UHaFnir,Bruyverne,Flying,Dragon,,,,,15,850,,714,85,70,80,97,80,123,,,,,
716,716,kalos,xerneas,"When the horns on its head shine
in seven colors, it is said to be
sharing everlasting life.",,1,1,6,ゼルネアス,Zeruneasu,Xerneas,Xerneas,,Xerneas,Xerneas,Fairy,,,1,,,30,2150,,,126,131,95,131,98,99,,,,,
717,717,kalos,yveltal,"When its life comes to an end, it absorbs
the life energy of every living thing
and turns into a cocoon once more.",,1,3,6,イベルタル,Iberutaru,Yveltal,Yveltal,,Yveltal,Yveltal,Dark,Flying,,1,,,58,2030,,,126,131,95,131,98,99,,,,,
718,718,kalos,zygarde,"Some say it can change to an even more
powerful form when battling those who threaten
the ecosystem.",,1,2,6,ジガルデ,Jigarude,Zygarde,Zygarde,,Zygarde,Zygarde,Dragon,Ground,,1,,,50,3050,,,108,100,121,81,95,95,,,,,
719,719,kalos,diancie,"It can instantly create many diamonds
by compressing the carbon in the air
between its hands.",,1,2,12,ディアンシー,Dianshī,Diancie,Diancie,,Diancie,Diancie,Rock,Fairy,1,,,,7,88,,,50,100,150,100,150,50,10075,,,,
720,720,kalos,hoopa,"It is said to be able to seize anything it desires
with its six rings and six huge arms. With its power
sealed, it is transformed into a much smaller form.",,1,2,12,フーパ,Fūpa,Hoopa,Hoopa,,Hoopa,Hoopa,Psychic,Ghost,1,,,,5,90,,,80,110,60,150,130,70,,,,,
721,721,kalos,volcanion,"It expels its internal steam from the
arms on its back. It has enough
power to blow away a mountain.",,1,1,12,ボルケニオン,Borukenion,Volcanion,Volcanion,,Volcanion,Volcanion,Fire,Water,1,,,,17,1950,,,80,110,120,130,90,70,,,,,
722,722,alola,rowlet,"During the day, it builds up energy via
photosynthesis. At night, it flies silently
through the sky, on the prowl for prey.",,1,1,512,モクロー,Mokurō,Mokuroh,Rowlet,,Bauz,Brindibou,Grass,Flying,,,,,3,15,723,,68,55,55,50,50,42,,,,,
723,723,alola,dartrix,"It never slacks when it comes to the task of
cleaning its feathers. Thorough preening keeps it
looking spiffy and its blade quills nice and sharp.",,1,1,384,フクスロー,Fukusurō,Fukuthrow,Dartrix,,Arboretoss,Efflèche,Grass,Flying,,,,,7,160,724,722,78,75,75,70,70,52,,,,,
724,724,alola,decidueye,"In a tenth of a second, it can nock and fire an
arrow quill, piercing an opponent’s weak point
before they notice what’s happening.",,1,1,96,ジュナイパー,Junaipā,Junaiper,Decidueye,,Silvarro,Archéduc,Grass,Ghost,,,,,16,366,,723,78,107,75,100,100,70,,,,,
725,725,alola,litten,"Trying to pet Litten before it trusts you will
result in a nasty scratch from its sharp claws.
Be careful.",,1,1,512,ニャビー,Nyabī,Nyabby,Litten,,Flamiau,Flamiaou,Fire,,,,,,4,43,726,,45,65,40,60,40,70,,,,,
726,726,alola,torracat,"When facing a powerful enemy, Torracat’s
fighting spirit gets pumped up, and its fire bell
blazes hotter.",,1,1,384,ニャヒート,Nyahīto,Nyaheat,Torracat,,Miezunder,Matoufeu,Fire,,,,,,7,250,727,725,65,85,50,80,50,90,,,,,
727,727,alola,incineroar,"Incineroar’s rough and aggressive behavior is its
most notable trait, but the way it helps out small
Pokémon shows that it has a kind side as well.",,1,1,96,ガオガエン,Gaogaen,Gaogaen,Incineroar,,Fuegro,Félinferno,Fire,Dark,,,,,18,830,,726,95,115,90,80,90,60,,,,,
728,728,alola,popplio,"If Popplio want to create big, powerful balloons,
they must be persistent. It takes daily practice for
these Pokémon to develop their skills.",,1,4,512,アシマリ,Ashimari,Ashimari,Popplio,,Robball,Otaquin,Water,,,,,,4,75,729,,50,54,54,66,56,40,,,,,
729,729,alola,brionne,"On nights when the sea is calm, Brionne dance
with one another to the singing of the Primarina
that’s leading them.",,1,4,384,オシャマリ,Oshamari,Osyamari,Brionne,,Marikeck,Otarlette,Water,,,,,,6,175,730,728,60,69,69,91,81,50,,,,,
730,730,alola,primarina,"For Primarina, every battle’s a stage. Its singing
and the dancing of its balloons will mesmerize
the audience.",,1,1,96,アシレーヌ,Ashirēnu,Ashirene,Primarina,,Primarene,Oratoria,Water,Fairy,,,,,18,440,,729,80,74,74,126,116,60,,,,,
731,731,alola,pikipek,"It may look spindly, but its neck muscles are
heavy-duty. It can peck at a tree 16 times
per second!",,1,1,1536,ツツケラ,Tsutsukera,Tsutsukera,Pikipek,,Peppeck,Picassaut,Normal,Flying,,,,,3,12,732,,35,75,30,30,30,65,,,,,
732,732,alola,trumbeak,"From its mouth, it fires the seeds of berries
it has eaten. The scattered seeds give rise
to new plants.",,1,1,384,ケララッパ,Kerarappa,Kerarappa,Trumbeak,,Trompeck,Piclairon,Normal,Flying,,,,,6,148,733,731,55,85,50,40,50,75,,,,,
733,733,alola,toucannon,"Known for forming harmonious couples, this
Pokémon is brought to wedding ceremonies as a
good luck charm.",,1,1,96,ドデカバシ,Dodekabashi,Dodekabashi,Toucannon,,Tukanon,Bazoucan,Normal,Flying,,,,,11,260,,732,80,120,75,75,75,60,,,,,
734,734,alola,yungoos,"Although it will eat anything, it prefers fresh
living things, so it marches down streets
in search of prey.",,1,1,384,ヤングース,Yangūsu,Youngoose,Yungoos,,Mangunior,Manglouton,Normal,,,,,,4,60,735,,48,70,30,30,30,45,,,,,
735,735,alola,gumshoos,"Patient by nature, this Pokémon loses control of
itself and pounces when it spots its favorite
meal—Rattata!",,1,1,96,デカグース,Dekagūsu,Dekagoose,Gumshoos,,Manguspektor,Argouste,Normal,,,,,,7,142,,734,88,110,60,55,60,45,,,,,
